transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
5812,10,1426,5/27/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
5867,10,2998,2/18/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,41922
5957,10,1157,6/23/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,42560
5966,10,1514,9/26/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
6060,10,1144,3/26/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37873
6107,10,2627,10/3/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41345
6293,10,124,3/18/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,40553
6466,10,428,8/13/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,38193
6535,10,1296,3/18/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,37838
6647,10,320,7/7/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
6839,10,1376,1/6/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,37838
7027,10,1138,8/13/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,35378
7170,10,1706,12/28/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,38193
7319,10,753,6/23/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,35378
7570,10,1619,7/26/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,37838
7663,10,1948,2/27/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
7799,10,2260,6/25/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499
7903,10,1641,2/9/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
7914,10,2218,2/9/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
8069,10,1834,5/12/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37873
8183,10,180,1/30/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
8198,10,107,10/10/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,34586
8294,10,2997,2/26/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
8517,10,909,3/20/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,35455
8522,10,892,6/13/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,35378
8644,10,117,4/28/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,34556
8645,10,767,5/2/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499
8667,10,2990,10/3/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499
8691,10,2187,10/28/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
8872,10,2097,5/22/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
9010,10,2401,9/16/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,39298
9181,10,671,2/4/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
9240,10,11,10/30/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
9245,10,1713,1/28/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,40553
9330,10,3247,10/27/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,42560
9533,10,2154,8/9/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499
9651,10,338,6/17/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
9676,10,2892,12/18/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41345
9687,10,2597,4/9/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,40553
9748,10,1557,3/17/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
9915,10,2857,1/11/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,38216
10343,10,868,10/8/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,39298
10363,10,2819,3/29/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
10476,10,2695,12/26/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
10508,10,388,6/23/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41345
10577,10,718,1/26/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,39298
10821,10,3429,8/31/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499
10988,10,200,11/15/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,42560
11199,10,3225,11/20/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
11586,10,3111,7/21/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,39298
11687,10,775,4/10/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
11922,10,18,6/24/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
12052,10,2424,9/2/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
12151,10,2195,7/16/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,34586
12232,10,1528,3/11/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499
12315,10,2142,6/15/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
12338,10,1168,11/1/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
12525,10,2095,2/25/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
12573,10,2793,2/14/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,42560
12626,10,2582,8/24/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
12677,10,2811,4/5/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
12679,10,799,2/6/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,34586
13113,10,1008,12/13/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
13138,10,2528,10/8/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
13205,10,931,1/16/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41345
13464,10,294,3/5/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,38991
13537,10,710,10/24/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,38193
13556,10,2379,10/21/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,38693
13711,10,3438,5/17/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,34556
13772,10,2747,9/6/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
13831,10,131,2/11/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499
14105,10,1351,3/29/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499
14370,10,11,7/9/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
14376,10,2257,10/27/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
14392,10,1800,7/12/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499
14458,10,3122,3/25/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499
14498,10,2737,10/12/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,37838
14557,10,2109,7/26/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37873
14727,10,1297,8/24/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
14751,10,2325,1/6/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37873
14826,10,1336,10/6/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,35378
14944,10,221,2/2/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
15235,10,3103,10/9/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
15237,10,2290,4/19/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,38693
15385,10,392,2/8/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
15484,10,228,10/14/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499
15524,10,994,4/19/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,38216
15554,10,2024,12/1/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41345
15807,10,2523,9/14/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,38216
15810,10,2646,3/17/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,38216
15964,10,409,7/24/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,39298
16086,10,2770,11/3/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,35455
16093,10,108,12/20/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499
16144,10,1152,2/23/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41345
16148,10,1119,9/14/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,37838
16358,10,703,12/29/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
16460,10,1948,7/5/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
16511,10,2989,9/26/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37873
16513,10,3178,1/31/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41345
16552,10,1140,11/28/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,42560
16587,10,107,4/13/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,35378
16696,10,1455,6/3/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
16955,10,829,9/11/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,33429
17046,10,1380,6/6/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
17120,10,3465,6/21/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499
17146,10,645,6/11/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499
17455,10,3326,2/12/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,40553
17595,10,3016,11/23/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,38991
17596,10,1569,11/7/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
17705,10,1172,11/16/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,42560
17737,10,3013,4/2/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499
17896,10,417,8/30/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
17983,10,1793,1/3/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,37838
18067,10,3107,9/26/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499
18080,10,254,11/19/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,34556
18169,10,2099,5/14/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,36668
18467,10,1133,8/30/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
18566,10,2036,8/20/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
18612,10,3120,10/24/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,38216
18614,10,1249,7/26/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
18883,10,1597,1/12/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
19075,10,2572,8/18/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
19173,10,799,1/16/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,35378
19178,10,1941,5/14/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
19207,10,1506,1/27/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
19280,10,1965,8/30/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,37838
19554,10,2886,5/20/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
19657,10,1936,10/14/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
19770,10,665,3/16/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
19870,10,1817,9/19/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499
19916,10,760,10/3/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
19923,10,2595,6/8/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41345
140,11,462,1/1/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,42560
269,11,2833,1/25/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,41345
295,11,1643,1/20/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
422,11,3356,8/26/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,35378
490,11,506,4/12/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
942,11,2505,12/18/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303
998,11,1041,1/3/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
1032,11,818,10/25/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
1075,11,2174,9/4/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303
1286,11,2856,12/24/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,34244
1581,11,204,7/10/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
1603,11,3321,9/25/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",34115
1644,11,433,5/11/2017,TRUE,Cancelled,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
1696,11,2273,7/24/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,42560
1993,11,3428,9/30/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,35378
2178,11,2900,10/10/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,42560
2194,11,1049,11/28/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
2655,11,2396,4/22/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
2826,11,1005,2/2/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303
2834,11,507,3/30/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
2839,11,719,4/14/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
2844,11,478,12/27/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
3079,11,1095,7/11/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,35160
3152,11,639,2/21/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
3250,11,2952,7/6/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",34115
3404,11,1685,5/10/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
3441,11,2138,4/24/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303
3495,11,3118,7/6/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303
3712,11,606,11/5/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,35378
3777,11,18,5/11/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
3877,11,1009,2/22/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",34244
4067,11,2240,9/9/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303
4361,11,200,3/15/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
4404,11,2631,6/16/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,37838
4460,11,1713,8/6/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",34244
4536,11,1103,11/13/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",42404
4595,11,1699,7/13/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39880
4682,11,2651,10/28/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39880
4793,11,540,9/17/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
4859,11,608,1/3/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",36334
4889,11,590,2/19/2017,,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,35378
5018,11,1550,1/21/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,41345
5104,11,3206,10/16/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
5143,11,515,3/19/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303
5153,11,1518,8/10/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
5198,11,2937,10/16/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
5279,11,3371,2/23/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
5323,11,3010,1/1/2017,FALSE,Cancelled,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
5542,11,91,7/28/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,34586
5615,11,1903,12/14/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",34586
5622,11,2153,1/2/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
5663,11,3258,4/24/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,41345
5769,11,2830,9/26/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303
5921,11,3342,8/31/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
6013,11,1385,1/11/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
6118,11,3479,3/19/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
6333,11,3163,6/13/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
6486,11,1812,6/10/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
6628,11,1205,10/24/2017,,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
6697,11,1039,6/2/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303
6720,11,919,8/18/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,34586
6740,11,3020,8/21/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",35160
6916,11,1664,2/20/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39880
7033,11,2052,6/20/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39880
7224,11,3381,4/24/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
7246,11,1575,6/17/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
7258,11,3323,4/5/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303
7454,11,1840,2/27/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",34115
7659,11,2413,6/17/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",33455
7889,11,43,7/13/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
8013,11,2369,3/6/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,38693
8334,11,3084,7/18/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
8396,11,855,2/20/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",42560
8403,11,2220,10/6/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,38216
8483,11,194,9/13/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
8625,11,2832,12/6/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,41345
8636,11,739,10/2/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
8854,11,1761,11/10/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
9111,11,2576,9/26/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
9313,11,3266,2/21/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
9455,11,906,8/16/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",34165
9701,11,1555,2/25/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303
9807,11,1742,3/10/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303
10010,11,3049,11/17/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",34165
10068,11,924,1/18/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
10208,11,1788,9/14/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",34115
10350,11,892,6/9/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,34586
10546,11,2762,2/11/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
10574,11,3157,10/21/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39880
10846,11,2523,1/9/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,42560
10994,11,1404,10/1/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
11180,11,2763,12/11/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,35378
11301,11,1384,5/27/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
11459,11,1506,8/5/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
11530,11,2381,3/2/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,38693
11599,11,1396,4/16/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
12219,11,2033,9/2/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303
12261,11,1243,4/21/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
12451,11,2018,4/28/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
12826,11,3016,12/30/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",41701
12854,11,1036,2/12/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
12856,11,1719,6/29/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",41701
12864,11,1988,5/18/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,35160
12961,11,1641,2/27/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
12989,11,1404,4/9/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,41345
13169,11,1817,3/8/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303
13263,11,2222,8/2/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
13471,11,805,5/1/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
13492,11,3340,8/20/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
13597,11,3421,5/22/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,35378
13723,11,2943,11/8/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303
13853,11,1968,4/17/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
13855,11,236,8/18/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
13915,11,728,9/21/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,35378
13916,11,1256,7/27/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303
14000,11,958,8/1/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303
14029,11,1077,10/15/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,38216
14184,11,2015,6/3/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
14252,11,223,11/8/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
14302,11,186,2/26/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
14315,11,1159,12/24/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
14316,11,654,9/28/2017,,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
14359,11,3447,10/8/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303
14395,11,186,9/3/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
14402,11,1475,8/2/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,33455
